RC[CLU_1001]		737	Dist (km)
>	L[SHC1] tel	3
>	L[THC1]	23	25.00
>	L[THC1] tel	1
RC[CLU_1821]		1172	Dist (km)
>	L[3118602190966]	882	1.01
>	L[3118602190966] tel	44
>	L[SHC1]	176	20.00
>	L[SHC1] tel	9
>	L[THC1]	59	25.00
>	L[THC1] tel	3
RC[CLU_1826]		2202	Dist (km)
>	L[3118602190206]	1657	0.76
>	L[3118602190206] tel	83
>	L[SHC1]	330	20.00
>	L[SHC1] tel	17
>	L[THC1]	110	25.00
>	L[THC1] tel	6
RC[CLU_1868]		34	Dist (km)
>	L[3118602190478]	26	4.92
>	L[3118602190478] tel	1
>	L[SHC1]	5	20.00
>	L[SHC1] tel	0
>	L[THC1]	2	25.00
>	L[THC1] tel	0
RC[CLU_1889]		0	Dist (km)
RC[CLU_1894]		1415	Dist (km)
>	L[3118602190826]	1065	0.72
>	L[3118602190826] tel	53
>	L[SHC1]	212	20.00
>	L[SHC1] tel	11
>	L[THC1]	71	25.00
>	L[THC1] tel	4
RC[CLU_2922]		1371	Dist (km)
>	L[3118602190753]	1032	0.39
>	L[3118602190753] tel	52
>	L[SHC1]	206	20.00
>	L[SHC1] tel	10
>	L[THC1]	69	25.00
>	L[THC1] tel	3
RC[CLU_2923]		2573	Dist (km)
>	L[3118602190451]	937	4.84
>	L[3118602190400]	999	4.89
>	L[3118602190451] tel	47
>	L[3118602190400] tel	50
>	L[SHC1]	386	20.00
>	L[SHC1] tel	19
>	L[THC1]	129	25.00
>	L[THC1] tel	6
RC[CLU_2925]		2868	Dist (km)
>	L[3118602190109]	2158	4.66
>	L[3118602190109] tel	108
>	L[SHC1]	430	20.00
>	L[SHC1] tel	22
>	L[THC1]	143	25.00
>	L[THC1] tel	7
RC[CLU_2926]		2037	Dist (km)
>	L[3118602190389]	1533	4.51
>	L[3118602190389] tel	77
>	L[SHC1]	306	20.00
>	L[SHC1] tel	15
>	L[THC1]	102	25.00
>	L[THC1] tel	5
RC[CLU_2927]		2539	Dist (km)
>	L[3118602190478]	1910	3.81
>	L[3118602190478] tel	96
>	L[SHC1]	381	20.00
>	L[SHC1] tel	19
>	L[THC1]	127	25.00
>	L[THC1] tel	6
RC[CLU_2928]		1412	Dist (km)
>	L[3118602191059]	1062	2.64
>	L[3118602191059] tel	53
>	L[SHC1]	212	20.00
>	L[SHC1] tel	11
>	L[THC1]	71	25.00
>	L[THC1] tel	4
RC[CLU_2929]		3436	Dist (km)
>	L[3118602190478]	33	4.24
>	L[3118602190389]	2328	4.84
>	L[3118602191059]	224	2.88
>	L[3118602190478] tel	2
>	L[3118602190389] tel	116
>	L[3118602191059] tel	11
>	L[SHC1]	515	20.00
>	L[SHC1] tel	26
>	L[THC1]	172	25.00
>	L[THC1] tel	9
RC[CLU_2930]		298	Dist (km)
>	L[3118602190389]	224	4.88
>	L[3118602190389] tel	11
>	L[SHC1]	45	20.00
>	L[SHC1] tel	2
>	L[THC1]	15	25.00
>	L[THC1] tel	1
RC[CLU_2931]		2529	Dist (km)
>	L[3118602191059]	548	3.23
>	L[3118602190788]	1355	2.18
>	L[3118602191059] tel	27
>	L[3118602190788] tel	68
>	L[SHC1]	379	20.00
>	L[SHC1] tel	19
>	L[THC1]	126	25.00
>	L[THC1] tel	6
RC[CLU_2932]		3645	Dist (km)
>	L[3118602220261]	2007	2.11
>	L[3118602190397]	735	3.73
>	L[3118602220261] tel	100
>	L[3118602190397] tel	37
>	L[SHC1]	547	20.00
>	L[SHC1] tel	27
>	L[THC1]	182	25.00
>	L[THC1] tel	9
RC[CLU_2933]		2749	Dist (km)
>	L[3118604696077]	726	2.70
>	L[3118602191059]	1343	1.74
>	L[3118604696077] tel	36
>	L[3118602191059] tel	67
>	L[SHC1]	412	20.00
>	L[SHC1] tel	21
>	L[THC1]	137	25.00
>	L[THC1] tel	7
RC[CLU_2934]		2498	Dist (km)
>	L[3118607110316]	1879	4.92
>	L[3118607110316] tel	94
>	L[SHC1]	375	20.00
>	L[SHC1] tel	19
>	L[THC1]	125	25.00
>	L[THC1] tel	6
RC[CLU_2935]		2878	Dist (km)
>	L[3118602191059]	1687	1.91
>	L[CLU_3121]	35	3.97
>	L[CLU_3143]	35	4.99
>	L[CLU_3166]	136	3.45
>	L[CLU_3176]	136	3.91
>	L[CLU_3200]	136	2.55
>	L[3118602191059] tel	84
>	L[CLU_3121] tel	2
>	L[CLU_3143] tel	2
>	L[CLU_3166] tel	7
>	L[CLU_3176] tel	7
>	L[CLU_3200] tel	7
>	L[SHC1]	432	20.00
>	L[SHC1] tel	22
>	L[THC1]	144	25.00
>	L[THC1] tel	7
RC[CLU_2936]		2748	Dist (km)
>	L[3118602190109]	2068	3.75
>	L[3118602190109] tel	103
>	L[SHC1]	412	20.00
>	L[SHC1] tel	21
>	L[THC1]	137	25.00
>	L[THC1] tel	7
RC[CLU_2937]		2832	Dist (km)
>	L[3118604696077]	2131	2.40
>	L[3118604696077] tel	107
>	L[SHC1]	425	20.00
>	L[SHC1] tel	21
>	L[THC1]	142	25.00
>	L[THC1] tel	7
RC[CLU_2938]		2490	Dist (km)
>	L[3118602191024]	106	1.91
>	L[3118602220261]	106	1.34
>	L[3118602190397]	421	3.01
>	L[3118602191059]	1171	0.87
>	L[3118602191040]	71	1.27
>	L[3118602191024] tel	5
>	L[3118602220261] tel	5
>	L[3118602190397] tel	21
>	L[3118602191059] tel	59
>	L[3118602191040] tel	4
>	L[SHC1]	374	20.00
>	L[SHC1] tel	19
>	L[THC1]	125	25.00
>	L[THC1] tel	6
RC[CLU_2939]		372	Dist (km)
>	L[3118602190109]	211	3.71
>	L[3118604696077]	68	2.68
>	L[3118602190109] tel	11
>	L[3118604696077] tel	3
>	L[SHC1]	56	20.00
>	L[SHC1] tel	3
>	L[THC1]	19	25.00
>	L[THC1] tel	1
RC[CLU_2940]		991	Dist (km)
>	L[3118602190605]	746	3.07
>	L[3118602190605] tel	37
>	L[SHC1]	149	20.00
>	L[SHC1] tel	7
>	L[THC1]	50	25.00
>	L[THC1] tel	2
RC[CLU_2941]		2933	Dist (km)
>	L[3118602190605]	834	3.10
>	L[3118602190109]	1373	2.71
>	L[3118602190605] tel	42
>	L[3118602190109] tel	69
>	L[SHC1]	440	20.00
>	L[SHC1] tel	22
>	L[THC1]	147	25.00
>	L[THC1] tel	7
RC[CLU_2942]		2657	Dist (km)
>	L[3118602190869]	1363	3.60
>	L[3118602190605]	378	4.35
>	L[3118602190788]	258	0.52
>	L[3118602190869] tel	68
>	L[3118602190605] tel	19
>	L[3118602190788] tel	13
>	L[SHC1]	399	20.00
>	L[SHC1] tel	20
>	L[THC1]	133	25.00
>	L[THC1] tel	7
RC[CLU_2943]		2965	Dist (km)
>	L[3118602190931]	2231	4.74
>	L[3118602190931] tel	112
>	L[SHC1]	445	20.00
>	L[SHC1] tel	22
>	L[THC1]	148	25.00
>	L[THC1] tel	7
RC[CLU_2944]		2033	Dist (km)
>	L[3118602190869]	602	2.78
>	L[CLU_2961]	472	2.63
>	L[CLU_2970]	456	3.74
>	L[3118602190869] tel	30
>	L[CLU_2961] tel	24
>	L[CLU_2970] tel	23
>	L[SHC1]	305	20.00
>	L[SHC1] tel	15
>	L[THC1]	102	25.00
>	L[THC1] tel	5
RC[CLU_2945]		2862	Dist (km)
>	L[3118607116306]	112	4.33
>	L[3118602190931]	2042	4.01
>	L[3118607116306] tel	6
>	L[3118602190931] tel	102
>	L[SHC1]	429	20.00
>	L[SHC1] tel	21
>	L[THC1]	143	25.00
>	L[THC1] tel	7
RC[CLU_2946]		1244	Dist (km)
>	L[3118602190567]	936	1.06
>	L[3118602190567] tel	47
>	L[SHC1]	187	20.00
>	L[SHC1] tel	9
>	L[THC1]	62	25.00
>	L[THC1] tel	3
RC[CLU_2947]		2447	Dist (km)
>	L[3118602190567]	1841	1.28
>	L[3118602190567] tel	92
>	L[SHC1]	367	20.00
>	L[SHC1] tel	18
>	L[THC1]	122	25.00
>	L[THC1] tel	6
RC[CLU_2948]		2385	Dist (km)
>	L[3118602190990]	106	1.76
>	L[3118602191229]	71	1.74
>	L[3118602190567]	71	1.52
>	L[3118602190869]	1275	1.86
>	L[CLU_2943]	136	0.90
>	L[CLU_3214]	136	2.88
>	L[3118602190990] tel	5
>	L[3118602191229] tel	4
>	L[3118602190567] tel	4
>	L[3118602190869] tel	64
>	L[CLU_2943] tel	7
>	L[CLU_3214] tel	7
>	L[SHC1]	358	20.00
>	L[SHC1] tel	18
>	L[THC1]	119	25.00
>	L[THC1] tel	6
RC[CLU_2949]		2793	Dist (km)
>	L[3118602190109]	2101	2.08
>	L[3118602190109] tel	105
>	L[SHC1]	419	20.00
>	L[SHC1] tel	21
>	L[THC1]	140	25.00
>	L[THC1] tel	7
RC[CLU_2950]		3089	Dist (km)
>	L[3118602190990]	2440	0.00
>	L[SHC1]	463	20.00
>	L[SHC1] tel	23
>	L[THC1]	154	25.00
>	L[THC1] tel	8
RC[CLU_2951]		258	Dist (km)
>	L[3118602190494]	88	4.21
>	L[CLU_2970]	106	4.42
>	L[3118602190494] tel	4
>	L[CLU_2970] tel	5
>	L[SHC1]	39	20.00
>	L[SHC1] tel	2
>	L[THC1]	13	25.00
>	L[THC1] tel	1
RC[CLU_2952]		1872	Dist (km)
>	L[3118607116306]	1408	3.38
>	L[3118607116306] tel	70
>	L[SHC1]	281	20.00
>	L[SHC1] tel	14
>	L[THC1]	94	25.00
>	L[THC1] tel	5
RC[CLU_2953]		2995	Dist (km)
>	L[3118602190532]	2253	0.43
>	L[3118602190532] tel	113
>	L[SHC1]	449	20.00
>	L[SHC1] tel	22
>	L[THC1]	150	25.00
>	L[THC1] tel	7
RC[CLU_2954]		1278	Dist (km)
>	L[3118602190494]	962	1.42
>	L[3118602190494] tel	48
>	L[SHC1]	192	20.00
>	L[SHC1] tel	10
>	L[THC1]	64	25.00
>	L[THC1] tel	3
RC[CLU_2955]		2266	Dist (km)
>	L[3118602190567]	1790	0.00
>	L[SHC1]	340	20.00
>	L[SHC1] tel	17
>	L[THC1]	113	25.00
>	L[THC1] tel	6
RC[CLU_2956]		2460	Dist (km)
>	L[3118602190532]	226	1.21
>	L[CLU_2961]	1625	0.71
>	L[3118602190532] tel	11
>	L[CLU_2961] tel	81
>	L[SHC1]	369	20.00
>	L[SHC1] tel	18
>	L[THC1]	123	25.00
>	L[THC1] tel	6
RC[CLU_2957]		2226	Dist (km)
>	L[3118602190567]	1162	0.58
>	L[3118602190532]	513	1.51
>	L[3118602190567] tel	58
>	L[3118602190532] tel	26
>	L[SHC1]	334	20.00
>	L[SHC1] tel	17
>	L[THC1]	111	25.00
>	L[THC1] tel	6
RC[CLU_2958]		2990	Dist (km)
>	L[3118602190869]	1700	1.44
>	L[3118602190605]	550	2.37
>	L[3118602190869] tel	85
>	L[3118602190605] tel	27
>	L[SHC1]	449	20.00
>	L[SHC1] tel	22
>	L[THC1]	150	25.00
>	L[THC1] tel	7
RC[CLU_2959]		727	Dist (km)
>	L[3118602190869]	125	0.95
>	L[CLU_2961]	368	0.60
>	L[CLU_2970]	55	1.74
>	L[3118602190869] tel	6
>	L[CLU_2961] tel	18
>	L[CLU_2970] tel	3
>	L[SHC1]	109	20.00
>	L[SHC1] tel	5
>	L[THC1]	36	25.00
>	L[THC1] tel	2
RC[CLU_2960]		2015	Dist (km)
>	L[CLU_2961]	392	0.23
>	L[CLU_2970]	1124	1.27
>	L[CLU_2961] tel	20
>	L[CLU_2970] tel	56
>	L[SHC1]	302	20.00
>	L[SHC1] tel	15
>	L[THC1]	101	25.00
>	L[THC1] tel	5
RC[CLU_2961]		2836	Dist (km)
>	L[3118602190931]	2134	2.70
>	L[3118602190931] tel	107
>	L[SHC1]	425	20.00
>	L[SHC1] tel	21
>	L[THC1]	142	25.00
>	L[THC1] tel	7
RC[CLU_2962]		2822	Dist (km)
>	L[3118602190931]	2123	3.18
>	L[3118602190931] tel	106
>	L[SHC1]	423	20.00
>	L[SHC1] tel	21
>	L[THC1]	141	25.00
>	L[THC1] tel	7
RC[CLU_2963]		780	Dist (km)
>	L[3118602190869]	587	1.05
>	L[3118602190869] tel	29
>	L[SHC1]	117	20.00
>	L[SHC1] tel	6
>	L[THC1]	39	25.00
>	L[THC1] tel	2
RC[CLU_2964]		2730	Dist (km)
>	L[3118602190869]	2157	0.00
>	L[SHC1]	410	20.00
>	L[SHC1] tel	20
>	L[THC1]	137	25.00
>	L[THC1] tel	7
RC[CLU_2965]		1152	Dist (km)
>	L[3118602190494]	867	0.24
>	L[3118602190494] tel	43
>	L[SHC1]	173	20.00
>	L[SHC1] tel	9
>	L[THC1]	58	25.00
>	L[THC1] tel	3
RC[CLU_2966]		2451	Dist (km)
>	L[3118602190494]	1844	0.94
>	L[3118602190494] tel	92
>	L[SHC1]	368	20.00
>	L[SHC1] tel	18
>	L[THC1]	123	25.00
>	L[THC1] tel	6
RC[CLU_2967]		1146	Dist (km)
>	L[3118602190494]	862	0.94
>	L[3118602190494] tel	43
>	L[SHC1]	172	20.00
>	L[SHC1] tel	9
>	L[THC1]	57	25.00
>	L[THC1] tel	3
RC[CLU_2968]		2740	Dist (km)
>	L[3118602190494]	1520	0.75
>	L[CLU_2971]	542	0.64
>	L[3118602190494] tel	76
>	L[CLU_2971] tel	27
>	L[SHC1]	411	20.00
>	L[SHC1] tel	21
>	L[THC1]	137	25.00
>	L[THC1] tel	7
RC[CLU_2969]		2506	Dist (km)
>	L[3118602190532]	1493	0.00
>	L[CLU_2970]	402	0.90
>	L[CLU_2971]	62	0.83
>	L[CLU_2970] tel	20
>	L[CLU_2971] tel	3
>	L[SHC1]	376	20.00
>	L[SHC1] tel	19
>	L[THC1]	125	25.00
>	L[THC1] tel	6
RC[CLU_2970]		2714	Dist (km)
>	L[3118602190931]	2042	1.56
>	L[3118602190931] tel	102
>	L[SHC1]	407	20.00
>	L[SHC1] tel	20
>	L[THC1]	136	25.00
>	L[THC1] tel	7
RC[CLU_2971]		1948	Dist (km)
>	L[CLU_2971]	1539	0.00
>	L[SHC1]	292	20.00
>	L[SHC1] tel	15
>	L[THC1]	97	25.00
>	L[THC1] tel	5
RC[CLU_2972]		2578	Dist (km)
>	L[3118602190494]	1940	0.48
>	L[3118602190494] tel	97
>	L[SHC1]	387	20.00
>	L[SHC1] tel	19
>	L[THC1]	129	25.00
>	L[THC1] tel	6
RC[CLU_2973]		2002	Dist (km)
>	L[3118602190494]	1582	0.00
>	L[SHC1]	300	20.00
>	L[SHC1] tel	15
>	L[THC1]	100	25.00
>	L[THC1] tel	5
RC[CLU_2974]		263	Dist (km)
>	L[3118602190494]	198	0.52
>	L[3118602190494] tel	10
>	L[SHC1]	39	20.00
>	L[SHC1] tel	2
>	L[THC1]	13	25.00
>	L[THC1] tel	1
RC[CLU_2975]		570	Dist (km)
>	L[3118602190931]	429	2.45
>	L[3118602190931] tel	21
>	L[SHC1]	86	20.00
>	L[SHC1] tel	4
>	L[THC1]	29	25.00
>	L[THC1] tel	1
RC[CLU_2976]		2171	Dist (km)
>	L[3118607116306]	1633	1.10
>	L[3118607116306] tel	82
>	L[SHC1]	326	20.00
>	L[SHC1] tel	16
>	L[THC1]	109	25.00
>	L[THC1] tel	5
RC[CLU_2977]		2839	Dist (km)
>	L[3118602190931]	2136	0.39
>	L[3118602190931] tel	107
>	L[SHC1]	426	20.00
>	L[SHC1] tel	21
>	L[THC1]	142	25.00
>	L[THC1] tel	7
RC[CLU_2978]		2386	Dist (km)
>	L[3118602190923]	661	3.00
>	L[3118602190486]	1135	2.06
>	L[3118602190923] tel	33
>	L[3118602190486] tel	57
>	L[SHC1]	358	20.00
>	L[SHC1] tel	18
>	L[THC1]	119	25.00
>	L[THC1] tel	6
RC[CLU_2979]		2264	Dist (km)
>	L[3118607116306]	111	2.39
>	L[3118602190923]	1593	2.64
>	L[3118607116306] tel	6
>	L[3118602190923] tel	80
>	L[SHC1]	340	20.00
>	L[SHC1] tel	17
>	L[THC1]	113	25.00
>	L[THC1] tel	6
RC[CLU_2980]		3214	Dist (km)
>	L[3118602190486]	2418	1.95
>	L[3118602190486] tel	121
>	L[SHC1]	482	20.00
>	L[SHC1] tel	24
>	L[THC1]	161	25.00
>	L[THC1] tel	8
RC[CLU_2981]		2445	Dist (km)
>	L[3118602190915]	46	2.69
>	L[3118602190222]	1794	1.50
>	L[3118602190915] tel	2
>	L[3118602190222] tel	90
>	L[SHC1]	367	20.00
>	L[SHC1] tel	18
>	L[THC1]	122	25.00
>	L[THC1] tel	6
RC[CLU_2982]		2618	Dist (km)
>	L[3118602190486]	1970	2.89
>	L[3118602190486] tel	98
>	L[SHC1]	393	20.00
>	L[SHC1] tel	20
>	L[THC1]	131	25.00
>	L[THC1] tel	7
RC[CLU_2983]		2180	Dist (km)
>	L[3118602190486]	1640	2.60
>	L[3118602190486] tel	82
>	L[SHC1]	327	20.00
>	L[SHC1] tel	16
>	L[THC1]	109	25.00
>	L[THC1] tel	5
RC[CLU_2984]		2882	Dist (km)
>	L[3118602190869]	25	1.11
>	L[3118602190605]	960	0.00
>	L[3118602190915]	1196	4.92
>	L[CLU_7923]	33	3.74
>	L[3118602190869] tel	1
>	L[3118602190915] tel	60
>	L[CLU_7923] tel	2
>	L[SHC1]	432	20.00
>	L[SHC1] tel	22
>	L[THC1]	144	25.00
>	L[THC1] tel	7
RC[CLU_2985]		903	Dist (km)
>	L[3118602190109]	670	0.00
>	L[3118602190486]	41	3.44
>	L[3118602190486] tel	2
>	L[SHC1]	135	20.00
>	L[SHC1] tel	7
>	L[THC1]	45	25.00
>	L[THC1] tel	2
RC[CLU_2986]		589	Dist (km)
>	L[3118602190486]	443	1.74
>	L[3118602190486] tel	22
>	L[SHC1]	88	20.00
>	L[SHC1] tel	4
>	L[THC1]	29	25.00
>	L[THC1] tel	1
RC[CLU_2987]		2547	Dist (km)
>	L[3118602190486]	1916	1.22
>	L[3118602190486] tel	96
>	L[SHC1]	382	20.00
>	L[SHC1] tel	19
>	L[THC1]	127	25.00
>	L[THC1] tel	6
RC[CLU_2988]		2231	Dist (km)
>	L[3118602190486]	1679	1.31
>	L[3118602190486] tel	84
>	L[SHC1]	335	20.00
>	L[SHC1] tel	17
>	L[THC1]	112	25.00
>	L[THC1] tel	6
RC[CLU_2989]		1895	Dist (km)
>	L[3118607116306]	1426	0.44
>	L[3118607116306] tel	71
>	L[SHC1]	284	20.00
>	L[SHC1] tel	14
>	L[THC1]	95	25.00
>	L[THC1] tel	5
RC[CLU_2990]		2427	Dist (km)
>	L[3118602190222]	1826	1.55
>	L[3118602190222] tel	91
>	L[SHC1]	364	20.00
>	L[SHC1] tel	18
>	L[THC1]	121	25.00
>	L[THC1] tel	6
RC[CLU_2991]		2946	Dist (km)
>	L[3118607116306]	2217	0.47
>	L[3118607116306] tel	111
>	L[SHC1]	442	20.00
>	L[SHC1] tel	22
>	L[THC1]	147	25.00
>	L[THC1] tel	7
RC[CLU_2992]		782	Dist (km)
>	L[3118602190915]	588	2.90
>	L[3118602190915] tel	29
>	L[SHC1]	117	20.00
>	L[SHC1] tel	6
>	L[THC1]	39	25.00
>	L[THC1] tel	2
RC[CLU_2993]		2450	Dist (km)
>	L[3118602190222]	1843	1.28
>	L[3118602190222] tel	92
>	L[SHC1]	368	20.00
>	L[SHC1] tel	18
>	L[THC1]	123	25.00
>	L[THC1] tel	6
RC[CLU_2994]		2414	Dist (km)
>	L[3118607116306]	1816	0.79
>	L[3118607116306] tel	91
>	L[SHC1]	362	20.00
>	L[SHC1] tel	18
>	L[THC1]	121	25.00
>	L[THC1] tel	6
RC[CLU_2995]		927	Dist (km)
>	L[3118602190915]	697	2.22
>	L[3118602190915] tel	35
>	L[SHC1]	139	20.00
>	L[SHC1] tel	7
>	L[THC1]	46	25.00
>	L[THC1] tel	2
RC[CLU_2996]		2906	Dist (km)
>	L[3118602190923]	2296	0.00
>	L[SHC1]	436	20.00
>	L[SHC1] tel	22
>	L[THC1]	145	25.00
>	L[THC1] tel	7
RC[CLU_2997]		2812	Dist (km)
>	L[3118602190923]	1146	0.78
>	L[3118602190222]	970	0.80
>	L[3118602190923] tel	57
>	L[3118602190222] tel	49
>	L[SHC1]	422	20.00
>	L[SHC1] tel	21
>	L[THC1]	141	25.00
>	L[THC1] tel	7
RC[CLU_2998]		2058	Dist (km)
>	L[3118602190915]	1548	0.43
>	L[3118602190915] tel	77
>	L[SHC1]	309	20.00
>	L[SHC1] tel	15
>	L[THC1]	103	25.00
>	L[THC1] tel	5
RC[CLU_2999]		2240	Dist (km)
>	L[3118602190915]	1770	0.00
>	L[SHC1]	336	20.00
>	L[SHC1] tel	17
>	L[THC1]	112	25.00
>	L[THC1] tel	6
RC[CLU_3000]		2940	Dist (km)
>	L[3118602190923]	1558	0.47
>	L[3118602190915]	654	1.91
>	L[3118602190923] tel	78
>	L[3118602190915] tel	33
>	L[SHC1]	441	20.00
>	L[SHC1] tel	22
>	L[THC1]	147	25.00
>	L[THC1] tel	7
RC[CLU_3001]		1684	Dist (km)
>	L[3118602190923]	1267	0.68
>	L[3118602190923] tel	63
>	L[SHC1]	253	20.00
>	L[SHC1] tel	13
>	L[THC1]	84	25.00
>	L[THC1] tel	4
RC[CLU_3002]		1476	Dist (km)
>	L[3118602190222]	1111	0.63
>	L[3118602190222] tel	56
>	L[SHC1]	221	20.00
>	L[SHC1] tel	11
>	L[THC1]	74	25.00
>	L[THC1] tel	4
RC[CLU_3003]		1918	Dist (km)
>	L[3118602190222]	1443	0.59
>	L[3118602190222] tel	72
>	L[SHC1]	288	20.00
>	L[SHC1] tel	14
>	L[THC1]	96	25.00
>	L[THC1] tel	5
RC[CLU_3004]		2461	Dist (km)
>	L[3118602190893]	1852	0.67
>	L[3118602190893] tel	93
>	L[SHC1]	369	20.00
>	L[SHC1] tel	18
>	L[THC1]	123	25.00
>	L[THC1] tel	6
RC[CLU_3005]		2568	Dist (km)
>	L[3118602190893]	1932	0.35
>	L[3118602190893] tel	97
>	L[SHC1]	385	20.00
>	L[SHC1] tel	19
>	L[THC1]	128	25.00
>	L[THC1] tel	6
RC[CLU_3006]		2011	Dist (km)
>	L[3118602190893]	1589	0.00
>	L[SHC1]	302	20.00
>	L[SHC1] tel	15
>	L[THC1]	101	25.00
>	L[THC1] tel	5
RC[CLU_3007]		1909	Dist (km)
>	L[3118602190893]	1436	1.03
>	L[3118602190893] tel	72
>	L[SHC1]	286	20.00
>	L[SHC1] tel	14
>	L[THC1]	95	25.00
>	L[THC1] tel	5
RC[CLU_3008]		1034	Dist (km)
>	L[3118602190222]	778	0.64
>	L[3118602190222] tel	39
>	L[SHC1]	155	20.00
>	L[SHC1] tel	8
>	L[THC1]	52	25.00
>	L[THC1] tel	3
RC[CLU_3009]		2518	Dist (km)
>	L[3118602190486]	1989	0.00
>	L[SHC1]	378	20.00
>	L[SHC1] tel	19
>	L[THC1]	126	25.00
>	L[THC1] tel	6
RC[CLU_3010]		2716	Dist (km)
>	L[3118602190893]	1886	0.55
>	L[3118602190915]	157	0.47
>	L[3118602190893] tel	94
>	L[3118602190915] tel	8
>	L[SHC1]	407	20.00
>	L[SHC1] tel	20
>	L[THC1]	136	25.00
>	L[THC1] tel	7
RC[CLU_3011]		1667	Dist (km)
>	L[3118602190893]	794	0.63
>	L[3118602190222]	460	0.69
>	L[3118602190893] tel	40
>	L[3118602190222] tel	23
>	L[SHC1]	250	20.00
>	L[SHC1] tel	13
>	L[THC1]	83	25.00
>	L[THC1] tel	4
RC[CLU_3012]		2977	Dist (km)
>	L[3118602190222]	2240	0.04
>	L[3118602190222] tel	112
>	L[SHC1]	447	20.00
>	L[SHC1] tel	22
>	L[THC1]	149	25.00
>	L[THC1] tel	7
RC[CLU_3013]		1418	Dist (km)
>	L[3118602190222]	1120	0.00
>	L[SHC1]	213	20.00
>	L[SHC1] tel	11
>	L[THC1]	71	25.00
>	L[THC1] tel	4
RC[CLU_3014]		2841	Dist (km)
>	L[3118602190893]	2138	0.63
>	L[3118602190893] tel	107
>	L[SHC1]	426	20.00
>	L[SHC1] tel	21
>	L[THC1]	142	25.00
>	L[THC1] tel	7
RC[CLU_3015]		292	Dist (km)
>	L[3118602190915]	220	0.62
>	L[3118602190915] tel	11
>	L[SHC1]	44	20.00
>	L[SHC1] tel	2
>	L[THC1]	15	25.00
>	L[THC1] tel	1
RC[CLU_3016]		2880	Dist (km)
>	L[3118602190923]	2167	0.80
>	L[3118602190923] tel	108
>	L[SHC1]	432	20.00
>	L[SHC1] tel	22
>	L[THC1]	144	25.00
>	L[THC1] tel	7
RC[CLU_3017]		1055	Dist (km)
>	L[3118602190915]	794	1.32
>	L[3118602190915] tel	40
>	L[SHC1]	158	20.00
>	L[SHC1] tel	8
>	L[THC1]	53	25.00
>	L[THC1] tel	3
RC[CLU_3018]		2616	Dist (km)
>	L[3118602190923]	1968	0.64
>	L[3118602190923] tel	98
